,video_id,title,publishedAt,channelId,channelTitle,categoryId,trending_date,tags,view_count,likes,dislikes,comment_count,thumbnail_link,comments_disabled,ratings_disabled,description,video_Address,publishedAt_specific_date
3212,XU18q7ApTCE,아이폰12 | 미니와 사이즈 비교 + ktM모바일 개통기,2020-11-11 10:14:46,UClfR70cO8tFZHNCbBZsMw0Q,서울리안 SEOULiAN,28,2020-11-17 00:00:00,아이폰12|아이폰12 미니|아이폰12 언박싱|아이폰12 미니 크기|아이폰12 아이폰12 미니 크기비교|아이폰12 크기 비교|아이폰12 프로|아이폰12 프로 맥스|iPhone 12 mini|iPhone12pro|아이폰 12|iphone 12|아이폰 자급제|알뜰모바일|알뜰폰,144693,1134,397,195,https://i.ytimg.com/vi/XU18q7ApTCE/default.jpg,False,False,어라? 아이폰12 생각보다 안크네! 미니는 얼마나 작은거지?싶어서 먼저 실물 크기 비교해봤습니다 :)*아이폰12 자급제 (ktM모바일)PC: https://bit.ly/3khTxO4Mobile: https://bit.ly/3nhDNfT*데이터맘껏 15GB+/100분PC: https://bit.ly/3eOIA5BMobile: https://bit.ly/35okYl7*모두다맘껏1.4GB+PC: https://bit.ly/3kn7Yk6Mobile: https://bit.ly/3koXJf5* 본 영상은 ktM모바일의 유료광고가 포함되어있습니다.* Music : I Can't Deny (Instrumental Version) - Snake City @Epidemic Sound* 아래 링크를 통해 Epidemic Sound 무료로 30일 체험해볼 수 있습니다 :)  (http://share.epidemicsound.com/wqdw2)#아이폰12 #아이폰12미니 #ktM모바일 #자급제,https://www.youtube.com/watch?v=XU18q7ApTCE,2020-11-11
3213,AFgAOGfhKSA,"[몰카] 개그우먼들에게 다짜고짜 빼빼로 주기ㅋㅋㅋㅋ빼빼로데이 특집 감사몰카ㅋㅋㅋ(ft.바그냥, 박소영, 연예림, 송아리)",2020-11-11 11:00:02,UCyh4ZGfySt7UbfLEDk8Ab6g,임성욱,23,2020-11-17 00:00:00,[None],254143,3671,116,786,https://i.ytimg.com/vi/AFgAOGfhKSA/default.jpg,False,False,#몰카 #개그우먼 #빼빼로개그우먼들에게 빼빼로 선물을 해봤습니다ㅋㅋ,https://www.youtube.com/watch?v=AFgAOGfhKSA,2020-11-11
3214,_zALb4LJcLU,(이)런 (데)박 매니저 (아)주 좋아 | 진기장판 Ep.1 데리러 가,2020-11-11 11:00:08,UCyPwRgc3gQGqhk6RoGS50Ug,SHINee,22,2020-11-18 00:00:00,[None],780244,77748,181,5707,https://i.ytimg.com/vi/_zALb4LJcLU/default.jpg,False,False,Listen and download on your favorite platform: https://smarturl.it/TAEMIN_NGDA_Act2'IDEA (理想)' MV 💎 https://youtu.be/KUvOQlkLNhE SHINee Officialhttp://shinee.smtown.comhttp://www.youtube.com/SHINeehttp://www.facebook.com/shineehttp://www.instagram.com/shineehttp://twitter.com/SHINee#온유 #ONEW #태민 #TAEMIN #샤이니 #SHINee #IDEA #이데아,https://www.youtube.com/watch?v=_zALb4LJcLU,2020-11-11
3215,OOG2iJUrpKg,비투비 포유 (BTOB 4U) - TMI 퀴즈 인터뷰 (어디 한번 맞혀 봐라 나의 TMI 메롱😝) (ENG),2020-11-11 11:00:11,UCgB7A457ULlgm5c3948vr-w,BTOB 비투비 (Official YouTube Channel),10,2020-11-16 00:00:00,kpop|btob|비투비|멜로디|서은광|이민혁|이창섭|임현식|프니엘|정일훈|육성재|BTOB,76393,10735,13,999,https://i.ytimg.com/vi/OOG2iJUrpKg/default.jpg,False,False,비투비 포유 (BTOB 4U) - TMI 퀴즈 인터뷰 (어디 한번 맞혀 봐라 나의 TMI 메롱😝) (ENG)BTOB Official Youtube: https://www.youtube.com/officialbtob BTOB Official Facebook: https://www.facebook.com/BTOBofficialBTOB Official Twitter: https://twitter.com/officialbtob BTOB Official Instagram: https://instagram.com/cube_official_btobBTOB Official Fansite: http://cafe.daum.net/cube-btob BTOB Official Weibo: http://weibo.com/cubebtob ⓒ All Rights Reserved CUBE Entertainment Inc.#비투비포유 #BTOB4U #INSIDE,https://www.youtube.com/watch?v=OOG2iJUrpKg,2020-11-11
3216,sRw3kBsY4VA,SUB)바삭한 돈까스에 매콤새콤 쫄면 먹방 !  (ft.왕새우튀김) 리얼사운드 Pork cutlet jjolmyeon mukbang asmr,2020-11-11 12:00:12,UCoLQZ4ZClFqVPCvvjuiUSRA,문복희 Eat with Boki,22,2020-11-19 00:00:00,돈까스|돈까스 먹방|새우튀김|튀김 먹방|쫄면|먹방|리얼사운드|리얼사운드 먹방|리얼사운드먹방|asmr|mukbang|real sound|mukbang korean|먹방asmr|asmr먹방|asmr 먹방|먹방 asmr|먹방유튜버|korean mukbang|asmr eating|eating sound|mukbang show|mukbang sound|korean food|real sound mukbang|eating show|a pork cutlet.|トンカツ|炸猪排 。|Du porc pané frit|Milanesa de cerdo|heo chiên xù|тонкацу|carne de porco empanada e frita.|شريحة لحم الخنزير االمشوية|domuz pirzola|ดนกัซ|yt:cc=on,1945695,74301,43392,11404,https://i.ytimg.com/vi/sRw3kBsY4VA/default.jpg,False,False,"각국어 번역 자막 제작 : 컨텐츠 제작의 마무리는 컨텐츠플라이! 글로벌 진출을 위한 최고의 파트너,CONTENTSFLY에서 제작되었습니다.https://www.contentsfly.com",https://www.youtube.com/watch?v=sRw3kBsY4VA,2020-11-11
3217,fXcmhL3bjYc,노래방 사장님의 노래실력 (Feat. 임창정) | ODG,2020-11-11 12:00:12,UCpjm6R2yqu1GZjYtsIiXR5w,odg,24,2020-11-21 00:00:00,[None],2154399,31553,625,5536,https://i.ytimg.com/vi/fXcmhL3bjYc/default.jpg,False,False,You were a kid once.ODG STUDIOwww.odg.kr,https://www.youtube.com/watch?v=fXcmhL3bjYc,2020-11-11
3218,fmQtF7_mCE8,30년 만에 단종되는 '귀요미' 다마스에 숨겨진 무겁고 어두운 진실 / 비디오머그,2020-11-11 12:41:20,UCMEbRpvuwTbXxGiyDb1mT8w,비디오머그 - VIDEOMUG,25,2020-11-16 00:00:00,비디오머그|VIDEOMUG|SBS VIDEOMUG|News Network|다마스|다마스 단종|다마스 라보|라보|라보 단종|포터|클래식카|다마스 상용차|상용차 다마스|다마스 용달|다마스 화물|화물차|화물차 용달|화물차 다마스,600262,5328,178,1927,https://i.ytimg.com/vi/fmQtF7_mCE8/default.jpg,False,False,"지난 1991년 출시된 경상용차 다마스와 라보가 출시 30주년을 맞는 내년에 단종됩니다. 다마스와 라보는 저렴한 가격에 넓은 적재공간을 갖춘 한편 도심의 좁은 길도 지나갈 수 있어 소상공인들에게 큰 인기를 끌었습니다. 하지만 91년 출시된 이후 시간이 갈수록 강화된 안전규제와 환경규제 조건을 충족시키지 못해 몇 차례 생산중단 위기를 겪어왔습니다.다마스와 라보의 '가성비'가 워낙 좋았던 탓에, 소상공인 단체들이 정부에 생산 재개를 요청하는 일도 벌어졌습니다. 이에 정부는 일부 안전기준과 환경기준 적용을 유예해주는 조건으로 다마스는 30년 가까이 생산이 계속되어 왔습니다. 하지만 GM대우 측이 내년 1분기 이후 생산 종료 결정을 알리면서 '장수 역사'가 막을 내리게 되었습니다.30년의 세월 동안 소상공인의 장사 밑천이자 든든한 도우미가 되었던 다마스, 하지만 그 이면에는 '안전'보다 '가성비'가 더 중요했던 우리 시대 소상공인들의 애환도 녹아있었습니다. 이제는 마지막으로 떠나는 다마스, 소셜 미디어 비디오머그가 전해드립니다.   ✔신뢰할 수 있는 재미, 비디오머그 VIDEOMUG#비디오머그 #다마스 #단종 #vmg▶비디오머그 채널 구독하기 : https://n.sbs.co.kr/mugTube▶Homepage : https://n.sbs.co.kr/videomug▶Facebook : https://www.facebook.com/videomug▶Twitter : https://twitter.com/videomug_sbs",https://www.youtube.com/watch?v=fmQtF7_mCE8,2020-11-11
3219,tJf-vlcTXBA,[CHOREOGRAPHY] GFRIEND (여자친구) ‘MAGO’ Dance Practice,2020-11-11 13:00:14,UCRDd3x33kfF0IW6g2MRUkRw,여자친구 GFRIEND OFFICIAL,10,2020-11-12 00:00:00,여자친구|gfriend|소원|예린|유주|은하|신비|엄지|sowon|yerin|yuju|eunha|sinb|umji|MAGO|마고|컴백|안무영상|안무|Dancepractice,969555,149807,1504,10351,https://i.ytimg.com/vi/tJf-vlcTXBA/default.jpg,False,False,#여자친구 #GFRIEND #MAGOGFRIEND 여자친구 facebook: http://www.facebook.com/gfrdofficialGFRIEND 여자친구 twitter: http://twitter.com/gfrdofficialGFRIEND 여자친구 instagram: http://instagram.com/gfriendofficialGFRIEND 여자친구 official fancafe: http://cafe.daum.net/gfrdofficial,https://www.youtube.com/watch?v=tJf-vlcTXBA,2020-11-11
3220,17LI1HJFe08,비투비 포유 (BTOB 4U) - 'Show Your Love' 프니엘 (PENIEL) M/V Teaser,2020-11-11 15:00:00,UCgB7A457ULlgm5c3948vr-w,BTOB 비투비 (Official YouTube Channel),10,2020-11-16 00:00:00,kpop|btob|비투비|멜로디,85252,11446,12,826,https://i.ytimg.com/vi/17LI1HJFe08/default.jpg,False,False,비투비 포유 (BTOB 4U) - 'Show Your Love' 프니엘 (PENIEL) M/V TeaserBTOB Official Youtube: https://www.youtube.com/officialbtob BTOB Official Facebook: https://www.facebook.com/BTOBofficialBTOB Official Twitter: https://twitter.com/officialbtob BTOB Official Instagram: https://instagram.com/cube_official_btobBTOB Official Fansite: http://cafe.daum.net/cube-btob BTOB Official Weibo: http://weibo.com/cubebtob ⓒ All Rights Reserved CUBE Entertainment Inc.#비투비포유 #BTOB4U #Show_Your_Love,https://www.youtube.com/watch?v=17LI1HJFe08,2020-11-11
3221,SrlR-1E22aI,구미호뎐 11회 - 이연에게 한방먹은 이무기 그를 만든건 복길이일까?,2020-11-11 23:36:33,UClTIqeuHErnJUkaGJaP-yUA,리뷰아재-[드라마리뷰],24,2020-11-17 00:00:00,구미호뎐|구미호뎐 11회|구미호뎐 12회|이동욱|구미호뎐 예고|조보아|드라마 구미호뎐|김범|구미호뎐 하이라이트|이연|구미호뎐 리뷰|남지아|이무기조각|탈의파아들|등가계약|이무기회식|복길이 이무기|이랑|이랑 계약|남지아 부모님|꽈리의 비밀|이무기 정체|이연 이랑|형제사기단,210405,964,50,166,https://i.ytimg.com/vi/SrlR-1E22aI/default.jpg,False,False,이연에게 제대루 당한 이무기그런데 그를 만들어 낸건 어쩌면복길이가 아닐까?#구미호뎐#이동욱#김범📧문의는 ssukssuk-kids@naver.com📧,https://www.youtube.com/watch?v=SrlR-1E22aI,2020-11-11
3222,z1d58yfWVnM,"김지윤 소장 #07 | ❗대공감❗ 첫째, 둘째, 막내, 외동의 가장 보편적인 특성들 알기 | #어쩌다어른 #사피엔스",2020-11-12 01:06:00,UC-9RQCJ0gS_Kgt7J0SVrE8w,사피엔스 스튜디오,27,2020-11-18 00:00:00,Sapiens|사피엔스|어쩌다어른|김지윤|김상중|강성진|나르샤|고나은|김동한|김상중 그알|김상중 그런데 말입니다|김지윤 어쩌다어른|김지윤 강의|김지윤 연애특강|김지윤 이브닝쇼|고나은 파파야|고나은 결혼|고나은 나이|고나은 드라마|김동한 예능|김동한 직캠|김동한 연기|김동한 과거|김동한 mbti|위아이 멤버|위아이 데뷔|위아이|연애능력고사|연애능력평가|장녀 스트레스|장녀 차별|장남 특징|장남 차별|첫째 공감|첫째의 설움|첫째 둘째 차별|외동 공감|외동 특징|외동 장점|외동 편견|막내 공감|막내 특징|둘째 공감|둘째 설움|둘째 특징|둘째 차별|Diggle|디글|잡학지식|교양|시사|인문학,748275,13171,367,1691,https://i.ytimg.com/vi/z1d58yfWVnM/default.jpg,False,False,"프리미엄 특강쇼 [어쩌다 어른] EP.142어쩌다 어른(2018)대한민국 대표 강연자들의 다시 보고 싶은 명강의가 새로운 인사이트로 돌아온다!난생처음 어른이 된 우리를 위한, 각 분야 지식인들의 울림 있는 유머와 깊이 있는 통찰《책 읽어 드립니다》, 《어쩌다 어른》제작진이 만든 대한민국 대표 지식 큐레이팅 채널 『사피엔스』→ https://bit.ly/32dm9Cq",https://www.youtube.com/watch?v=z1d58yfWVnM,2020-11-12
3223,7UHQwpedlI4,"[속보] 배성재 퇴사, 프리 선언..?! / SBS 창사 30주년 특집 축구 대표팀 평가전 중계 예고",2020-11-12 01:47:12,UCk4XjBsDuzItvsuVGiDdKqQ,스브스스포츠 SUBUSU SPORTS,17,2020-11-17 00:00:00,[None],172628,3212,69,878,https://i.ytimg.com/vi/7UHQwpedlI4/default.jpg,False,False,"중계 없는 캐스터의 고뇌를 아는가대한민국 1티어 축구 캐스터 배성재, 드디어 프리 선언..?![SBS 창사 30주년 특집 축구 대표팀 평가전]대한민국 : 브라질 (올림픽대표)11월 14일 (토) 밤 9시 45분대한민국 : 카타르 (국가대표)11월 17일 (화) 밤 9시 40분SBS 생중계",https://www.youtube.com/watch?v=7UHQwpedlI4,2020-11-12
3224,J4MBvQS9iyY,#손흥민#이강인 합류 #완전체 훈련 돌입! 도대체..킬포가 몇 개야? | 2020 유럽 원정 EP.5,2020-11-12 02:56:29,UCpjOmwiy88a9EV3Rv8ukJgw,KFATV_한국축구의 모든 것,17,2020-11-19 00:00:00,축구|대한축구협회|KFATV|축구국가대표팀|손흥민|이강인|황희찬|발렌시아|토트넘|라이프치히|에이매치|A매치|김진짜,683342,7237,151,1352,https://i.ytimg.com/vi/J4MBvQS9iyY/default.jpg,False,False,"#손흥민 #이강인 #인사이드캠✔남자 국가대표팀 11월 원정 A매치🇰🇷v🇲🇽#멕시코 11.15(일) 05:00 📺 TV조선🇰🇷v🇶🇦#카타르 11.17(화) 22:00 📺 SBS※ 전 경기 네이버, 카카오, 아프리카TV, 스팟, 트위치 생중계📍오스트리아 ⏰한국시간 기준#대한축구협회 공식 채널대한민국 축구 국가대표팀  https://www.facebook.com/KoreaFootballTeam페이스북 : https://www.facebook.com/kfa인스타그램 : https://instagram.com/thekfa/트위터 : https://twitter.com/theKFA네이버TV http://tv.naver.com/kfa",https://www.youtube.com/watch?v=J4MBvQS9iyY,2020-11-12
3225,CKzSf-MKNmU,어몽어스 애니메이션 - 펫3/AMONG US ANIMATION - PET3,2020-11-12 06:00:02,UCGFjFGjtqRiAcVxYV036ofA,상아리,20,2020-11-18 00:00:00,상아리|상아리애니|상아리어몽어스|상아리애니메이션|어몽어스|어몽어스애니메이션|어몽어스펫|어몽어스애니메이션펫|펫|among us|among us animation|among us animation pet|sangari|sangari animation|펫3|pet3,219658,4862,151,1795,https://i.ytimg.com/vi/CKzSf-MKNmU/default.jpg,False,False,6시간 작업물이 날라가서 같은거 다시 만든다고 고생했네요... 멘탈 부서진거 잡고 겨우 작업 끝냈는데 너무 지각했네요ㅠ 죄송합니다ㅠㅠㅠ,https://www.youtube.com/watch?v=CKzSf-MKNmU,2020-11-12
3226,#NAME?,[라디오스타] ＂너 진짜 잘 하고 있어＂ 이수만도 인정한 만능열쇠 키의 축 전역 토크✨ | #엠뚜루마뚜루 #잼모아,2020-11-12 07:15:32,UCiwQRG2sCcfjKkgxMEdJGPg,엠뚜루마뚜루 : MBC 공식 종합 채널,24,2020-11-21 00:00:00,노래|성대모사|개인기|에피소드|토크|스타|라디오|라스|수요예능|MBC|MBC 예능|라디오스타|김국진|김구라|안영미|이적|폴킴|정인|키|차태현|샤이니|예능레전드|레전드예능|엠뚜루마뚜루,1483822,16157,401,1773,https://i.ytimg.com/vi/-zsxRRrNfxE/default.jpg,False,False,[라디오스타] 수요일 밤 10시 40분 방송!MBC의 따끈따끈한 영상을 내 맘대로 편하게 즐기는 채널🌀 엠뚜루마뚜루 보러가기👉https://url.kr/CqF38V-#라디오스타#엠뚜루마뚜루#잼모아,https://www.youtube.com/watch?v=#NAME?,2020-11-12
3227,SHkqtXXAq3c,[신병] 분리수거,2020-11-12 08:00:11,UChbE5OZQ6dRHECsX0tEPEZQ,장삐쭈,23,2020-11-21 00:00:00,장삐쭈|삐쭈|ㅋㅋㅋ|삐쮸|장삐쮸|병맛더빙|더빙|웃긴동영상|꿀잼|신병|장삐쭈 단편선|단편선|창작애니|볼만한 애니|재밌는애니|웃긴애니|볼만한애니|애니추천|만화추천|장비주|신병 유격|신병신작|장삐쭈 군대|군대만화|박민석|김상훈|최일구|임다혜|차병호|후임|분리수거|일요일|주말|프링글스,3004440,50817,986,9615,https://i.ytimg.com/vi/SHkqtXXAq3c/default.jpg,False,False,"스튜디오 장삐쭈장삐쭈, 정영준, 안류천, 포포, 윤성원, 허혜원, 정대준support : 원동우, 주현우",https://www.youtube.com/watch?v=SHkqtXXAq3c,2020-11-12
3228,7hNC8Owcliw,[문명특급 EP.155] 오셨다 와 오셨다 🔥박력태민🔥 오셨다 하지만 Sexy 잠깐만 기다려 Boy,2020-11-12 08:00:20,UCUyfkq9e9ZfPzxOW5WQ9rzQ,문명특급 - MMTG,24,2020-11-17 00:00:00,문명특급|스브스뉴스|재재|SBS|taemin|SHINee|태민|샤이니|mmtg|idea|이데아|move|criminal|sm,837141,41175,190,4671,https://i.ytimg.com/vi/7hNC8Owcliw/default.jpg,False,False,누난 너무 예뻐 부르던 중3 태민이가 이렇게나 장성했습니다어두운 조명 아래를 확 감싼 태민 씨당당히 5쪼의 자리에 이름을 올린 것 경축드립니다#태민 #샤이니 #백쪼의호수책임 프로듀서/하현종  진행/이은재  구성/이은재 김희연  촬영/오채영 정훈  디자인·CG/김하경  담당인턴/권나영 이세정  조연출/김혜민 오한주  연출/홍민지,https://www.youtube.com/watch?v=7hNC8Owcliw,2020-11-12
3229,td6YWqnbpbA,"아리랑, 단오절 이어 한복까지 뺏으려는 중국 근황 / 스브스뉴스",2020-11-12 08:15:04,UCQabORQKQRHP-iUqe-xIFvg,스브스뉴스 SUBUSU NEWS,25,2020-11-16 00:00:00,스브스뉴스|중국|중국 한복|한복 원조|한복|중국 열병식|샤이닝니키|중국 게임|중국 샤이닝니키|중국 한복 게임|중국 한복 왜곡|한복 동북공정|중국 한복 아리랑|중국 아리랑|중국 한복 표절|중국 한복 반응|중국 한복 드라마|중국 한복 예능|중국 아리랑 예능|중국 한복 나무위키|중국 아리랑 표절,574469,12114,178,8539,https://i.ytimg.com/vi/td6YWqnbpbA/default.jpg,False,False,"최근 한국과 중국 네티즌들 사이에서 '한복 원조 논쟁'이 이어지고 있습니다. 지난 5일 샤이닝니키 한복 논란까지 발생하면서 갈등이 격화되고 있는데요. 도대체 중국은 왜 한복을 두고 떼쓰기를 하는 걸까요? 중국의 진짜 속내, 영상으로 확인하세요. ✔ 뉴스에는 위아래가 없다, 스브스뉴스- 스브스뉴스 링크 -Facebook : https://www.facebook.com/subusunewsInstagram :  https://www.instagram.com/subusunews/홈페이지 : http://news.sbs.co.kr/news/subusuNews.do?plink=GNB&cooper=SBSNEWS",https://www.youtube.com/watch?v=td6YWqnbpbA,2020-11-12
3230,pvh7XP76snE,겨털밀기빵 게임내기중에 프로게이머가 몰래 대신한다면?ㅎㅎ,2020-11-12 08:29:00,UCRykAtJOBcxnAJHmSVZhomw,보따,23,2020-11-19 00:00:00,몰카|조지기|대리|프로게이머|핫소스|보물섬|환경|피파|피파온라인|피온,447189,6086,142,720,https://i.ytimg.com/vi/pvh7XP76snE/default.jpg,False,False,겨털밀기빵 게임내기중에 프로게이머가 몰래 대신한다면?ㅎㅎ,https://www.youtube.com/watch?v=pvh7XP76snE,2020-11-12
3231,gMe1c4UegBY,STAYC(스테이씨) 'SO BAD' MV,2020-11-12 09:00:01,UCod5V2dpnpJLklGvVOv5FcQ,STAYC,24,2020-11-19 00:00:00,STAYC|스테이씨|수민|배수민|시은|박시은|아이사|이채영|채영|세은|윤세은|심자윤|자윤|재이|예은|장예은|sumin|sieun|ISA|seeun|yoon|하이업엔터테인먼트|하이업|블랙아이드필승|블아필|highupent,8906916,169312,7699,22480,https://i.ytimg.com/vi/gMe1c4UegBY/default.jpg,False,False,STAYC(스테이씨)The 1st Single Album[Star To A Young Culture]'SO BAD' MV [Track List]01. SO BAD 02. LIKE THIS #STAYC #스테이씨 #SO_BAD #수민 #시은 #아이사 #세은 #윤 #재이 #Sumin #Sieun #Isa #Seeun #Yoon #J[STAYC Official SNS] Fancafe ▶ http://cafe.daum.net/STAYCYoutube ▶  http://youtube.com/c/STAYCInstagram ▶ http://instagram.com/stayc_highupTwitter ▶ https://twitter.com/STAYC_officialFacebook ▶ http://bit.ly/3nqGTzfTic Tok ▶ http://tiktok.com/@stayc_officialVLIVE ▶ https://vlive.tv/channel/968D15,https://www.youtube.com/watch?v=gMe1c4UegBY,2020-11-12
